feature,mean_shap
feat_59,1.1767381584774577
feat_53,0.8927966782899784
feat_58,0.63165158418762
feat_60,0.5273093770202403
feat_90,0.5002556345739578
feat_23,0.4490648619457023
feat_142,0.42296979278069297
feat_125,0.3946967758431056
feat_47,0.33742210455246635
feat_22,0.3084302344105208
feat_52,0.2588922392516214
feat_77,0.2347663331631804
feat_80,0.22987204497255995
feat_89,0.22362896048466396
feat_29,0.2223048319996753
